,Console,Review,Score,Name
11754,GC,Great,8,NHL 2003 
11755,PS2,Great,8,NHL 2003 
11756,PS2,Great,8,Red Faction II 
11757,PC,Good,7,RollerCoaster Tycoon 2 
11758,PC,Mediocre,5,Crazy Taxi 
11759,PS2,Fair,6,Egg Mania: Eggstreme Madness 
11760,GBA,Fair,6,Defender of the Crown 
11761,PC,Fair,6,Law & Order: Dead on the Money 
11762,XBOX,Great,8,NBA Live 2003 
11763,XBOX,Abysmal,1,Gravity Games Bike: Street Vert Dirt 
11764,GC,Fair,6,Namco Museum 
11765,XBOX,Fair,6,Namco Museum 
11766,PC,Great,8,Season Ticket Basketball 2003 
11767,PC,Poor,4,Batman: Vengeance 
11768,PC,Mediocre,5,Industry Giant II 
11769,GC,Great,8,NBA Live 2003 
11770,PC,Great,8,NHL 2003 
11771,PS2,Mediocre,5,Rayman Arena 
11772,GC,Fair,6,Rayman Arena 
11773,XBOX,Fair,6,Rayman Arena 
11774,PS2,Great,8,NBA Live 2003 
11775,XBOX,Great,8,NBA 2K3 
11776,PC,Mediocre,5,Rayman Arena 
11777,GC,Fair,6,Godzilla: Destroy All Monsters Melee 
11778,GC,Great,8,NASCAR Thunder 2003 
11779,PS2,Good,7,NASCAR Thunder 2003 
11780,XBOX,Great,8,NASCAR Thunder 2003 
11781,GBA,Great,8,Spyro 2: Season of Flame 
11782,PS2,Poor,4,RLH 
11783,PS2,Great,8,NBA 2K3 
11784,GBA,Fair,6,Disney's Magical Quest Starring Mickey & Minnie 
11785,GC,Good,7,Mat Hoffman's Pro BMX 2 
11786,PS2,Poor,4,Super Bust-A-Move 2 
11787,XBOX,Great,8,Hitman 2: Silent Assassin 
11788,PS2,Great,8,TimeSplitters 2 
11789,XBOX,Great,8,TimeSplitters 2 
11790,GC,Great,8,TimeSplitters 2 
11791,GC,Great,8,NBA 2K3 
11792,PS2,Great,8,Hitman 2: Silent Assassin 
11793,GBA,Mediocre,5,SEGA Smash Pack 
11794,PC,Great,8,Hitman 2: Silent Assassin 
11795,PC,Good,7,Heroes of Might and Magic IV: The Gathering Storm 
11796,XBOX,Fair,6,Myst III: Exile 
11797,PS2,Fair,6,Myst III: Exile 
11798,XBOX,Poor,4,Conflict: Desert Storm 
11799,XBOX,Good,7,Need for Speed: Hot Pursuit 2 
11800,GC,Good,7,Need for Speed: Hot Pursuit 2 
11801,PS2,Great,8,Need for Speed: Hot Pursuit 2 
11802,PS2,Poor,4,Conflict: Desert Storm 
11803,PC,Terrible,2,Sniper: Path of Vengeance 
11804,PC,Good,7,Prisoner of War 
11805,GBA,Mediocre,5,ATV Quad Power Racing 
11806,PC,Mediocre,5,Casino Empire 
11807,PS2,Mediocre,5,Riding Spirits 
11808,PC,Great,8,Unreal Tournament 2003 
11809,XBOX,Fair,6,Blinx: The Time Sweeper 
11810,PS2,Good,7,Dual Hearts 
11811,PS,Poor,4,Digimon World 3 
11812,PS2,Fair,6,Superman: Shadow of Apokolips 
11813,PC,Fair,6,Virtual Resort: Spring Break 
11814,PC,Great,8,Stronghold: Crusader 
11815,GC,Good,7,NHL Hitz 2003 
11816,PC,Fair,6,Incoming Forces 
11817,PS2,Good,7,Ferrari F355 Challenge 
11818,PC,Great,8,Tom Clancy's Ghost Recon: Island Thunder 
11819,GBA,Great,8,Mega Man Zero 
11820,PS2,Good,7,Tribes Aerial Assault 
11821,PS2,Great,8,Burnout 2: Point of Impact 
11822,PC,Great,8,The Sims: Unleashed 
11823,GC,Great,8,F1 2002 
11824,GBA,Superb,9,Yoshi's Island: Super Mario Advance 3 
11825,PC,Great,8,Divine Divinity 
11826,PC,Superb,9,No One Lives Forever 2: A Spy In H.A.R.M.'s Way 
11827,PC,Great,8,Links 2003 
11828,GC,Poor,4,4x4 EVO 2 
11829,PS2,Good,7,Sega Bass Fishing Duel 
11830,PS2,Good,7,NHL Hitz 2003 
11831,XBOX,Good,7,NHL Hitz 2003 
11832,PS2,Poor,4,Dino Stalker 
11833,GC,Great,8,Star Fox Adventures 
11834,GC,Good,7,Scooby-Doo! Night of 100 Frights 
11835,PS2,Fair,6,Robotech: Battlecry 
11836,XBOX,Fair,6,Robotech: Battlecry 
11837,GC,Mediocre,5,Crash Bandicoot: The Wrath of Cortex 
11838,GBA,Great,8,Castlevania: Harmony of Dissonance 
11839,GC,Great,8,Kelly Slater's Pro Surfer 
11840,XBOX,Great,8,Kelly Slater's Pro Surfer 
11841,PS2,Great,8,Kelly Slater's Pro Surfer 
11842,PC,Poor,4,Demolition Derby and Figure 8 Race 
11843,GBA,Good,7,Super Ghouls 'N Ghosts 
11844,XBOX,Poor,4,Blade II 
11845,PS2,Poor,4,Blade II 
11846,PS2,Mediocre,5,Gungrave 
11847,PC,Abysmal,1,Arthur's Quest: Battle for the Kingdom 
11848,DC,Great,8,Ikaruga 
11849,PC,Great,8,Battlefield 1942 
11850,PS2,Great,8,Sega Soccer Slam 
11851,GC,Great,8,Animal Crossing 
11852,GBA,Good,7,Madden NFL 2003 
11853,PC,Good,7,Earth 2150: Lost Souls 
11854,GC,Good,7,NCAA College Football 2K3 
11855,PC,Good,7,Chessmaster 9000 
11856,PC,Great,8,Geoff Crammond's Grand Prix 4 
11857,PS2,Good,7,Armored Core 3 
11858,XBOX,Great,8,The Thing 
11859,GC,Good,7,Freekstyle 
11860,PC,Good,7,Hard Truck: 18 Wheels of Steel 
11861,XBOX,Good,7,Quantum Redshift 
11862,PC,Mediocre,5,The Partners 
11863,PC,Good,7,Emperor: Rise of the Middle Kingdom 
11864,GBA,Fair,6,Fortress 
11865,PC,Bad,3,Farscape: The Game 
11866,PS2,Good,7,Mobile Suit Gundam: Federation vs. Zeon 
11867,GBA,Good,7,Aggressive Inline 
11868,PS2,Great,8,Kingdom Hearts 
11869,XBOX,Good,7,Turok: Evolution 
11870,GC,Good,7,Turok: Evolution 
11871,PS2,Good,7,Turok: Evolution 
11872,GBA,Good,7,Turok: Evolution 
11873,PS,Fair,6,Super Shot Soccer 
11874,PC,Great,8,Medieval: Total War 
11875,PC,Fair,6,Golf Resort Tycoon II 
11876,PC,Good,7,Cossacks: The Art of War 
11877,PC,Superb,9,Syberia 
11878,PC,Mediocre,5,Cultures 
11879,PC,Good,7,The Outforce 
11880,GBA,Good,7,NFL Blitz 2003 
11881,PS,Good,7,MLB 2003 
11882,PS2,Mediocre,5,Pac-Man Fever 
11883,GC,Mediocre,5,Pac-Man Fever 
11884,XBOX,Great,8,Sega Soccer Slam 
11885,PC,Superb,9,Mafia 
11886,PC,Fair,6,Space HoRSE 
11887,PC,Good,7,Cultures 2: Gates of Asgard 
11888,XBOX,Great,8,Sega GT 2002 
11889,PC,Good,7,Mobile Forces 
11890,GBA,Good,7,Duke Nukem Advance 
11891,PS2,Good,7,Commandos 2: Men of Courage 
11892,XBOX,Fair,6,Prisoner of War 
11893,XBOX,Fair,6,Gun Metal 
11894,PC,Fair,6,Prince of Qin 
11895,PC,Fair,6,Big Scale Racing 
11896,GC,Great,8,Aggressive Inline 
11897,GC,Great,8,NFL Blitz 2003 
11898,PS2,Great,8,SOCOM: U.S. Navy SEALs 
11899,XBOX,Great,8,MLB Slugfest 2003 
11900,GC,Great,8,MLB Slugfest 2003 
11901,PC,Abysmal,1,Season Ticket Football 2003 
11902,PC,Good,7,The Thing 
11903,GBA,Good,7,Robopon 2 
11904,SAT,Superb,9,Dragon Force 
11905,PS2,Good,7,Onimusha 2: Samurai's Destiny 
11906,XBOX,Good,7,Dead to Rights 
11907,GC,Great,8,Super Mario Sunshine 
11908,GC,Superb,9,Super Monkey Ball 2 
11909,PC,Good,7,Age of Sail II: Privateer's Bounty 
11910,PC,Mediocre,5,Aliens vs. Predator 2 - Primal Hunt 
11911,PS2,Superb,9,NFL 2K3 
11912,XBOX,Poor,4,Street Hoops 
11913,PS2,Superb,9,Madden NFL 2003 
11914,GC,Superb,9,NFL 2K3 
11915,PC,Mediocre,5,Suzuki Alstare Extreme Racing 
11916,PC,Superb,9,NASCAR Racing 4 
11917,PC,Superb,9,FIFA 2001 Major League Soccer 
11918,XBOX,Terrible,2,Mike Tyson Heavyweight Boxing 
11919,PC,Fair,6,Ultima Online - The Second Age 
11920,PC,Good,7,Shadow of Destiny 
11921,PC,Good,7,Rock Manager 
11922,PC,Great,8,Intellivision Lives! 
11923,XBOX,Fair,6,Crazy Taxi 3 
11924,PC,Great,8,Age of Wonders II: The Wizard's Throne 
11925,XBOX,Fair,6,Enclave 
11926,GC,Mediocre,5,Tetris Worlds 
11927,XBOX,Great,8,NCAA Football 2003 
11928,PS2,Good,7,The Mark of Kri 
11929,PC,Great,8,Operation Flashpoint: Resistance 
11930,PC,Poor,4,Delta Force: Task Force Dagger 
11931,PC,Bad,3,Hero X 
11932,PS2,Abysmal,1,Gravity Games: Street Vert Dirt 
11933,PS2,Mediocre,5,Barbarian 
11934,PC,Superb,9,Warcraft III: Reign of Chaos 
11935,PC,Good,7,Magic The Gathering Online 
11936,PS2,Good,7,Men in Black II: Alien Escape 
11937,PS2,Good,7,RedCard Soccer 2003 
11938,PS2,Mediocre,5,Global Touring Challenge: Africa 
11939,GC,Superb,9,Eternal Darkness: Sanity's Requiem 
11940,PS2,Great,8,Stuntman 
11941,PC,Superb,9,Neverwinter Nights 
11942,GBA,Great,8,Mega Man Battle Network 2 
11943,PC,Mediocre,5,The Worst Case Scenario Survival Trivia Challenge 
11944,PS2,Great,8,MLB Slugfest 2003 
11945,PS2,Good,7,Scooby-Doo: Night of 100 Frights 
11946,PC,Bad,3,Operation Blockade 
11947,GBA,Good,7,Bomberman MAX 2 Blue/Red Advance 
11948,PS2,Mediocre,5,Endgame 
11949,PC,Good,7,Uncommon Valor: Campaign for the South Pacific 
11950,PS2,Good,7,Way of the Samurai 
11951,PC,Mediocre,5,Legion 
11952,XBOX,Good,7,World Series Baseball 
11953,GC,Good,7,ZooCube 
11954,PC,Fair,6,Zoo Tycoon: Dinosaur Digs Expansion Pack 
11955,XBOX,Mediocre,5,Legends of Wrestling 
11956,GBA,Bad,3,Star Wars Episode II: Attack of the Clones 
11957,PS2,Superb,9,Medal of Honor Frontline 
11958,PC,Good,7,Duke Nukem: Manhattan Project 
11959,PC,Great,8,Soldier of Fortune II: Double Helix 
11960,PC,Superb,9,Grand Theft Auto III 
11961,GBA,Mediocre,5,Dragon Ball Z: The Legacy of Goku 
11962,GBA,Fair,6,Britney's Dance Beat 
11963,PC,Abysmal,1,Crisis Team: Ambulance Driver 
11964,PC,Great,8,The Elder Scrolls III: Morrowind 
11965,GBA,Superb,9,Tactics Ogre: The Knight of Lodis 
11966,PC,Fair,6,Dragon Throne: Battle of Red Cliffs review
11967,GC,Good,7,2002 FIFA World Cup 
11968,PC,Great,8,Flanker 2.5 
11969,PS2,Fair,6,World of Outlaws: Sprint Cars 2002 
11970,GC,Great,8,Resident Evil 
11971,PS2,Good,7,2002 FIFA World Cup 
11972,XBOX,Fair,6,ESPN MLS ExtraTime 2002 
11973,XBOX,Good,7,Spider-Man: The Movie 
11974,PS2,Good,7,Spider-Man: The Movie 
11975,PC,Good,7,Army Men: RTS 
11976,GBA,Great,8,Atari Anniversary Advance 
11977,GBC,Fair,6,Yu-Gi-Oh! Dark Duel Stories 
11978,PC,Great,8,Dungeon Siege 
11979,PS,Mediocre,5,Yu-Gi-Oh! Forbidden Memories 
11980,PC,Mediocre,5,Carnivores: Cityscape 
11981,PS,Terrible,2,Hooters: Road Trip 
11982,PS2,Great,8,Deus Ex: The Conspiracy 
11983,GC,Fair,6,ESPN MLS ExtraTime 2002 
11984,PC,Good,7,Blood Omen 2 
11985,NEO,Great,8,The King of Fighters 2001 
11986,PC,Superb,9,Freedom Force 
11987,GBA,Good,7,Broken Sword: The Shadow of the Templars 
11988,PS2,Good,7,Blood Omen 2 
11989,PS2,Mediocre,5,"Monsters, Inc. "
11990,GC,Fair,6,Agent Under Fire 
11991,GC,Mediocre,5,Gauntlet: Dark Legacy 
11992,PC,Fair,6,Diggles 
11993,XBOX,Fair,6,Gunvalkyrie 
11994,GBA,Good,7,Crash Bandicoot: The Huge Adventure 
11995,GC,Good,7,Pac-Man World 2 
11996,PS2,Great,8,All-Star Baseball 2003 
11997,DC,Good,7,Star Wars: Episode I Racer 
11998,XBOX,Fair,6,Spy Hunter 
11999,XBOX,Superb,9,Tony Hawk's Pro Skater 3 
12000,XBOX,Superb,9,Rallisport Challenge 
12001,PS2,Good,7,Ecco the Dolphin: Defender of the Future 
12002,PC,Good,7,Command & Conquer Renegade 
12003,PC,Good,7,Hundred Swords 
12004,GC,Bad,3,Smashing Drive 
12005,PS2,Great,8,State of Emergency 
12006,GC,Fair,6,Sonic Adventure 2 Battle 
12007,PC,Poor,4,Beach Head 2002 
12008,XBOX,Fair,6,WWF Raw 
12009,PS2,Good,7,Grandia II 
12010,GBA,Good,7,Sonic Advance 
12011,PC,Poor,4,Betty Bad 
12012,GBA,Terrible,2,Kao the Kangaroo 
12013,PC,Great,8,SimGolf 
12014,PS2,Good,7,Drakan: The Ancients' Gates 
12015,PC,Abysmal,1,Demonworld: Dark Armies 
12016,XBOX,Great,8,Genma Onimusha 
12017,PS,Mediocre,5,Martian Gothic: Unification 
12018,PC,Good,7,Darkened Skye 
12019,PS,Mediocre,5,NASCAR Thunder 2002 
12020,PC,Superb,9,Medal of Honor: Allied Assault 
12021,PC,Mediocre,5,Original War 
12022,PC,Abysmal,1,Alcatraz: Prison Escape 
12023,PS,Good,7,Mega Man X6 
12024,GC,Fair,6,The Simpsons Road Rage 
12025,PS2,Good,7,NCAA March Madness 2002 
12026,GBA,Good,7,Breath of Fire 
12027,XBOX,Good,7,Batman: Vengeance 
12028,GBA,Great,8,Mega Man Battle Network 
12029,PC,Fair,6,Deer Hunter 5: Tracking Trophies 
12030,PC,Fair,6,Combat 
12031,PC,Good,7,Uplink 
12032,PS2,Bad,3,Legend of Alon D'ar 
12033,PC,Good,7,Gothic 
12034,PC,Bad,3,Tetris Worlds 
12035,PC,Great,8,Jumpgate 
12036,PC,Poor,4,Larry Ragland 4x4 Challenge 
12037,PS2,Superb,9,Final Fantasy X 
12038,PS,Poor,4,Harry Potter and the Sorcerer's Stone 
12039,PS2,Great,8,Harvest Moon: Save the Homeland 
12040,PS2,Mediocre,5,Legends of Wrestling 
12041,GBA,Great,8,Wario Land 4 
12042,PS2,Great,8,Max Payne 
12043,GBA,Terrible,2,Tetris Worlds 
12044,PS,Fair,6,Twisted Metal Small Brawl 
12045,PS2,Mediocre,5,Disney's Tarzan Untamed 
12046,PS2,Great,8,Victorious Boxers 
12047,GC,Great,8,Pikmin 
12048,PC,Mediocre,5,Harry Potter and the Sorcerer's Stone 
12049,PC,Mediocre,5,From Dusk Till Dawn 
12050,XBOX,Good,7,Silent Hill 2: Restless Dreams 
12051,DC,Great,8,Shenmue II 
12052,PS2,Great,8,Jak and Daxter: The Precursor Legacy 
12053,PS2,Fair,6,The Simpsons Road Rage 
12054,PC,Superb,9,Wizardry 8 
12055,GBA,Good,7,Ecks vs. Sever 
12056,GC,Great,8,Super Smash Bros. Melee 
12057,PC,Mediocre,5,Codename: Outbreak 
12058,GBA,Fair,6,Batman: Vengeance 
12059,PS2,Great,8,FIFA 2002 
12060,GC,Good,7,Batman: Vengeance 
12061,XBOX,Abysmal,1,Kabuki Warriors 
12062,PC,Superb,9,Return to Castle Wolfenstein 
12063,PS2,Great,8,Baldur's Gate: Dark Alliance 
12064,GBA,Great,8,Jackie Chan Adventures: Legend of the Dark Hand 
12065,XBOX,Good,7,Dave Mirra Freestyle BMX 2 
12066,PC,Mediocre,5,Tennis Masters Series 
12067,GBA,Good,7,WWF: Road to Wrestlemania 
12068,PC,Good,7,Deadly Dozen 
12069,PC,Good,7,Motor City Online 
12070,GBA,Good,7,Gradius Galaxies 
12071,GC,Poor,4,Crazy Taxi 
12072,PS,Good,7,Dragon Warrior VII 
12073,PC,Superb,9,FIFA 2002 
12074,XBOX,Mediocre,5,Cel Damage 
12075,PC,Great,8,Asheron's Call: Dark Majesty 
12076,GC,Superb,9,Tony Hawk's Pro Skater 3 
12077,PC,Poor,4,Conflict Zone 
12078,PS2,Fair,6,18 Wheeler: American Pro Trucker 
12079,PS2,Great,8,Capcom vs. SNK 2: Mark of the Millennium 
12080,XBOX,Mediocre,5,Shrek 
12081,PS2,Great,8,WWF SmackDown! Just Bring It 
12082,XBOX,Fair,6,AirForce Delta Storm 
12083,PS2,Good,7,Soldier of Fortune Gold 
12084,XBOX,Poor,4,4x4 EVO 2 
12085,PS2,Great,8,Half-Life 
12086,PC,Good,7,Tom Clancy's Ghost Recon 
12087,PS2,Superb,9,Metal Gear Solid 2: Sons of Liberty 
12088,PC,Great,8,Battle Realms 
12089,XBOX,Good,7,Oddworld: Munch's Oddysee 
12090,XBOX,Good,7,Dead or Alive 3 
12091,GBA,Great,8,Golden Sun 
12092,PC,Great,8,Aliens Versus Predator 2 
12093,XBOX,Superb,9,Halo 
12094,GC,Superb,9,Star Wars Rogue Leader: Rogue Squadron II 
12095,PS2,Great,8,Vampire Night 
12096,PC,Bad,3,Ms. Pac-Man: Quest for the Golden Maze 
12097,PS2,Superb,9,SSX Tricky 
12098,PC,Good,7,MechWarrior 4: Black Knight 
12099,GBA,Good,7,Doom 
12100,DC,Great,8,Fatal Fury: Mark of the Wolves 
12101,PC,Good,7,Stronghold 
12102,GBA,Superb,9,Super Street Fighter II: Turbo Revival 
12103,PS2,Great,8,Soul Reaver 2 
12104,PS2,Essential,1,Tony Hawk's Pro Skater 3 
12105,PC,Good,7,Mat Hoffman's Pro BMX 
12106,PC,Fair,6,Magic & Mayhem: The Art of Magic 
12107,PS2,Good,7,Thunderstrike: Operation Phoenix 
12108,PS,Fair,6,Castlevania Chronicles 
12109,PS2,Superb,9,Devil May Cry 
12110,PS,Good,7,Spider-Man 2 Enter: Electro 
12111,PS2,Great,8,NASCAR Thunder 2002 
12112,GBA,Great,8,Klonoa: Empire of Dreams 
12113,GBA,Good,7,X-Men: Reign of Apocalypse 
12114,GBA,Great,8,Final Fight One 
12115,PS2,Good,7,Guilty Gear X 
12116,PS,Great,8,X-Men: Mutant Academy 2 
12117,PS,Fair,6,NBA ShootOut 2002 
12118,PC,Great,8,Command & Conquer Yuri's Revenge 
12119,PC,Bad,3,Planet of the Apes 
12120,DC,Good,7,Capcom vs. SNK 2 Import 
12121,PS2,Bad,3,Arctic Thunder 
12122,PC,Good,7,The Typing of the Dead 
12123,PS2,Good,7,Formula One 2001 
12124,PC,Good,7,The Incredible Machine: Even More Contraptions 
12125,PS,Mediocre,5,Sheep Raider 
12126,PS2,Good,7,Okage: Shadow King 
12127,PC,Great,8,Commandos 2: Men of Courage 
12128,PC,Poor,4,F/A-18 Precision Strike Fighter 
12129,PS2,Great,8,Ico 
12130,PS2,Good,7,Silent Hill 2 
12131,PC,Fair,6,Spider-Man 
12132,PC,Superb,9,NHL 2002 
12133,PC,Good,7,Red Faction 
12134,PC,Good,7,WWF With Authority! 
12135,PS2,Fair,6,Portal Runner 
12136,GBA,Superb,9,Advance Wars 
12137,PS2,Good,7,Stretch Panic 
12138,DC,Fair,6,Dragonriders: Chronicles of Pern 
12139,PC,Mediocre,5,Sudden Strike Forever 
12140,PC,Great,8,Operation Flashpoint: Cold War Crisis 
12141,PC,Great,8,Independence War 2: The Edge of Chaos 
12142,PC,Fair,6,Madden NFL 2002 
12143,PC,Good,7,Arcanum: Of Steamworks and Magick Obscura 
12144,PS2,Superb,9,Resident Evil Code: Veronica X 
12145,PC,Fair,6,The Settlers: Fourth Edition 
12146,PC,Fair,6,Majestic 
12147,PS2,Poor,4,ESPN X Games Skateboarding 
12148,PC,Fair,6,Divided Ground: Middle East Conflict 
12149,PC,Bad,3,Vietnam 2: Special Assignment 
12150,GBC,Great,8,Bomberman MAX 
12151,DC,Mediocre,5,Floigan Bros. 
12152,GBC,Good,7,Dragon Warrior III 
12153,PC,Bad,3,Mega Man Legends 
12154,PS2,Fair,6,Mobile Suit Gundam: Journey to Jaburo 
12155,PS2,Great,8,Klonoa 2: Lunatea's Veil 
12156,PC,Superb,9,Max Payne 
12157,PS2,Good,7,Extermination 
12158,PC,Good,7,The Sting! 
12159,PC,Fair,6,Desperados: Wanted Dead or Alive 
12160,PS2,Great,8,Le Mans 24 Hours 
12161,PC,Good,7,MechCommander 2 
12162,PS,Bad,3,Billiards 
12163,PS2,Fair,6,City Crisis 
12164,PC,Good,7,Anachronox 
12165,PS,Terrible,2,Motocross Mania 
12166,PC,Fair,6,Atari Anniversary Edition 
12167,PS2,Superb,9,Gran Turismo 3: A-Spec 
12168,PC,Mediocre,5,911 Fire Rescue 
12169,PS,Great,8,Final Fantasy Chronicles 
12170,GBA,Great,8,Bomberman Tournament 
12171,PC,Good,7,Starfleet Command: Orion Pirates 
12172,PC,Great,8,Zeus Official Expansion: Poseidon 
12173,PS,Mediocre,5,Battle Hunter 
12174,PC,Great,8,Diablo II: Lord of Destruction 
12175,DC,Good,7,Soldier of Fortune 
12176,PC,Fair,6,Star Trek: Deep Space Nine: Dominion Wars 
12177,PC,Poor,4,Hot Wired 
12178,DC,Fair,6,Capcom vs. SNK: Millennium Fight 2000 Pro 
12179,PC,Good,7,Star Trek: Armada 
12180,PS2,Mediocre,5,Bloody Roar 3 
12181,PC,Fair,6,Resident Evil 3 Nemesis 
12182,PC,Poor,4,"Who Wants to Be a Millionaire, 3rd Edition "
12183,PC,Good,7,Worms World Party 
12184,PS2,Superb,9,NBA Street 
12185,PC,Great,8,You Don't Know Jack: The Ride 
12186,PC,Great,8,Startopia 
12187,DC,Great,8,Sonic Adventure 2 
12188,PS2,Superb,9,Twisted Metal: Black 
12189,PC,Fair,6,Golf Resort Tycoon 
12190,GBA,Poor,4,Army Men Advance 
12191,GBA,Great,8,Fire Pro Wrestling 
12192,PC,Great,8,Train Simulator 
12193,GBA,Good,7,ChuChu Rocket 
12194,GBA,Good,7,Rayman Advance 
12195,GBA,Great,8,Konami Krazy Racers 
12196,PC,Mediocre,5,Gangsters 2: Vendetta 
12197,GBA,Good,7,Earthworm Jim 
12198,GBA,Good,7,GT Advance Championship Racing 
12199,PC,Good,7,Leadfoot 
12200,GBA,Superb,9,Castlevania: Circle of the Moon 
12201,GBA,Poor,4,Pitfall: The Mayan Adventure 
12202,PC,Poor,4,Atlantis: The Lost Empire 
12203,GBA,Great,8,F-Zero: Maximum Velocity 
12204,GBA,Great,8,Super Mario Advance 
12205,PC,Bad,3,B-17 Gunner: Air War Over Germany 
12206,PS,Bad,3,World's Scariest Police Chases 
12207,GBC,Superb,9,The Legend of Zelda: Oracle of Seasons 
12208,GBC,Superb,9,The Legend of Zelda: Oracle of Ages 
12209,PS,Mediocre,5,Dave Mirra Freestyle BMX: Maximum Remix 
12210,PC,Fair,6,Power Spike Pro Beach Volleyball 
12211,PC,Good,7,Off-Road Redneck Racing 
12212,PC,Bad,3,Pearl Harbor: Defend the Fleet 
12213,PS2,Great,8,Red Faction 
12214,PC,Fair,6,Gunlok 
12215,N64,Good,7,Mario Party 3 
12216,GBC,Poor,4,Little Nicky 
12217,PS,Good,7,Mat Hoffman's Pro BMX 
12218,PC,Fair,6,Star Trek: Voyager Elite Force Expansion Pack 
12219,DC,Good,7,Project Justice 
12220,PC,Bad,3,Robot Arena 
12221,PC,Great,8,Myst III: Exile 
12222,PC,Mediocre,5,Rune: Halls of Valhalla 
12223,DC,Good,7,GigaWing 2 
12224,PS,Great,8,Point Blank 3 
12225,PC,Terrible,2,Kawasaki Fantasy Motocross 
12226,PS2,Mediocre,5,Heroes of Might and Magic: Quest for the Dragon Bone Staff 
12227,PC,Great,8,Tropico 
12228,PS2,Fair,6,Super Bombad Racing 
12229,PC,Poor,4,WWII: Normandy 
12230,PS,Mediocre,5,High Heat Baseball 2002 
12231,PS2,Bad,3,ESPN National Hockey Night 
12232,PC,Fair,6,"The $100,000 Pyramid "
12233,PC,Mediocre,5,Outlive 
12234,DC,Poor,4,Sega Smash Pack Volume 1 
12235,GBC,Good,7,The Simpsons: Night of the Living Tree House of Horror 
12236,PC,Good,7,Summoner 
12237,PS,Fair,6,Disney's Aladdin in Nasira's Revenge 
12238,PS2,Good,7,WinBack: Covert Operations 
12239,PS2,Fair,6,Army Men: Air Attack 2 
12240,PS2,Bad,3,Army Men: Green Rogue 
12241,PC,Fair,6,Ultima Online: Third Dawn 
12242,DC,Fair,6,Mars Matrix 
12243,PC,Superb,9,Black & White 
12244,PS2,Good,7,Zone of the Enders 
12245,PC,Good,7,Front Office Football 2001 
12246,PC,Great,8,Serious Sam: The First Encounter 
12247,PC,Poor,4,Star Fighter 
12248,PS2,Bad,3,Warriors of Might and Magic 
12249,PS,Fair,6,Crusaders of Might and Magic 
12250,PC,Great,8,Fallout Tactics: Brotherhood of Steel 
12251,PS2,Good,7,Ring of Red 
12252,PC,Mediocre,5,Dracula: The Last Sanctuary 
12253,DC,Great,8,Daytona USA 
12254,PS2,Fair,6,The Bouncer 
12255,GBC,Good,7,Harvest Moon (GB) 
12256,N64,Superb,9,Conker's Bad Fur Day 
12257,PC,Good,7,Blade of Darkness 
12258,DC,Good,7,KAO The Kangaroo 
12259,PC,Terrible,2,Mission: Humanity 
12260,PC,Mediocre,5,Ducati World Racing Challenge 
12261,DC,Mediocre,5,Charge 'N Blast 
12262,GBC,Great,8,Pokemon Silver 
12263,PS,Great,8,Fear Effect 2: Retro Helix 
12264,PC,Mediocre,5,Icewind Dale: Heart of Winter 
12265,PC,Fair,6,realMYST 
12266,PC,Superb,9,Clive Barker's Undying 
12267,PC,Poor,4,America 
12268,PS2,Good,7,Star Wars Starfighter 
12269,PC,Mediocre,5,MAD - Global Thermonuclear Warfare 
12270,GBC,Fair,6,Croc 2 
12271,PC,Fair,6,The Ward 
12272,PS,Fair,6,Darkstone 
12273,GB,Great,8,Pokemon Red 
12274,PC,Bad,3,Woody Woodpecker Racing 
12275,GB,Great,8,Pokemon Blue 
12276,PS2,Superb,9,Rayman 2 Revolution 
12277,PC,Fair,6,Stupid Invaders 
12278,N64,Superb,9,Paper Mario 
12279,PC,Fair,6,SimCoaster 
12280,PS2,Good,7,Oni 
12281,DC,Great,8,Phantasy Star Online 
12282,PC,Mediocre,5,Carnivores: Ice Age 
12283,PS2,Good,7,Driving Emotion Type-S 
12284,GBC,Great,8,Mario Tennis 
12285,DC,Great,8,Typing of the Dead 
12286,DC,Fair,6,Super Street Fighter II X Import 
12287,PC,Fair,6,Dave Mirra Freestyle BMX 
12288,GBC,Fair,6,Mega Man Xtreme 
12289,GBC,Superb,9,Woody Woodpecker Racing 
12290,PC,Fair,6,Oni 
12291,DC,Good,7,Metropolis Street Racer 
12292,PC,Poor,4,Seven Games of the Soul 
12293,PC,Good,7,Fly! 
12294,DC,Bad,3,Q*Bert 
12295,PS2,Good,7,WDL: Thunder Tanks 
12296,PS2,Mediocre,5,Kengo: Master of Bushido 
12297,PS,Good,7,NASCAR 2001 
12298,PC,Fair,6,Microsoft Classic Board Games 
12299,PS,Good,7,Lunar 2: Eternal Blue 
12300,PC,Mediocre,5,Sudden Strike 
12301,PC,Good,7,Project IGI: I'm Going In 
12302,PC,Bad,3,Freedom: First Resistance 
12303,PS,Poor,4,The Grinch 
12304,PS,Fair,6,Colin McRae Rally 2.0 
12305,PS2,Poor,4,Top Gear Dare Devil 
12306,DC,Fair,6,POD SpeedZone 
12307,PS,Great,8,Harvest Moon: Back to Nature 
12308,PS,Great,8,EA Sports Supercross 
12309,PS,Poor,4,Jungle Book Rhythm N'Groove 
12310,PC,Mediocre,5,Carmageddon 3: TDR 2000 
12311,DC,Bad,3,Sorcerian 
12312,DC,Fair,6,Sno-Cross Championship Racing 
12313,PS,Great,8,NCAA March Madness 2001 
